object_id,frame,x,y,w,h,area,solidity,eccentricity,focus_score,quality_score,cluster
3261,RCNHSha_20250515_010917_IMG2,1536,391,57,80,2081,0.7161,0.8745,15.6523,0.3137,7
3262,RCNHSha_20250515_010917_IMG2,2686,583,36,55,1244,0.9396,0.8419,42.1194,0.3738,34
3263,RCNHSha_20250515_010917_IMG2,2150,594,72,48,1457,0.8135,0.9586,13.1629,0.3155,2
3264,RCNHSha_20250515_010917_IMG2,1998,609,72,44,1585,0.8087,0.9075,12.2798,0.3183,2
3265,RCNHSha_20250515_010917_IMG2,1887,668,69,40,1723,0.8809,0.8658,14.176,0.3474,2
3266,RCNHSha_20250515_010917_IMG2,2057,742,41,67,1221,0.6307,0.912,20.031,0.2581,7
3267,RCNHSha_20250515_010917_IMG2,1814,762,112,71,2519,0.4771,0.9017,30.3756,0.2743,49
3268,RCNHSha_20250515_010917_IMG2,2833,850,63,97,4012,0.9189,0.8258,18.042,0.4542,14
3269,RCNHSha_20250515_010917_IMG2,1874,851,163,79,5167,0.6912,0.9586,17.4114,0.4248,2
3270,RCNHSha_20250515_010917_IMG2,1763,960,37,61,1295,0.8376,0.9093,19.3663,0.3225,7
3271,RCNHSha_20250515_010917_IMG2,1159,1063,92,83,3033,0.646,0.8594,17.5382,0.3327,2
3272,RCNHSha_20250515_010917_IMG2,2963,1186,157,92,6662,0.6637,0.8919,12.5005,0.4116,4
3273,RCNHSha_20250515_010917_IMG2,1944,1197,30,67,1327,0.7778,0.9283,17.2231,0.3037,7
3274,RCNHSha_20250515_010917_IMG2,2148,1213,272,199,6162,0.5462,0.9966,15.6131,0.3795,2
3275,RCNHSha_20250515_010917_IMG2,981,1218,44,75,1965,0.7483,0.8751,15.1473,0.3182,7
3276,RCNHSha_20250515_010917_IMG2,2552,1253,83,75,1741,0.7303,0.9789,15.1265,0.3039,3
3277,RCNHSha_20250515_010917_IMG2,2850,1394,179,96,6451,0.7338,0.9593,13.7737,0.4339,4
3278,RCNHSha_20250515_010917_IMG2,1317,1399,62,57,1775,0.7521,0.855,18.8599,0.3155,2
3279,RCNHSha_20250515_010917_IMG2,1540,1488,51,55,1640,0.942,0.8768,16.3684,0.3646,7
3280,RCNHSha_20250515_010917_IMG2,1433,1508,77,63,1475,0.6944,0.9727,14.2853,0.2816,2
3281,RCNHSha_20250515_010917_IMG2,1717,1544,92,95,3331,0.6125,0.3334,16.3077,0.3333,49
3282,RCNHSha_20250515_010917_IMG2,1442,1579,97,149,5993,0.6094,0.9352,18.1664,0.401,29
3283,RCNHSha_20250515_010917_IMG2,3037,1586,79,79,2425,0.8257,0.9593,14.1296,0.3588,4
3284,RCNHSha_20250515_010917_IMG2,2826,1635,74,72,2531,0.6969,0.7744,21.5297,0.3318,3
3285,RCNHSha_20250515_010917_IMG2,1084,1778,184,116,8292,0.5801,0.8714,12.7676,0.3868,49
3286,RCNHSha_20250515_010917_IMG2,2840,1785,73,57,1823,0.7444,0.8745,12.6517,0.3089,2
3287,RCNHSha_20250515_010917_IMG2,2505,1907,60,57,1276,0.6564,0.9271,15.4353,0.2634,3
3288,RCNHSha_20250515_010917_IMG2,887,1934,66,43,1497,0.7657,0.8304,14.3168,0.3039,2
3289,RCNHSha_20250515_010917_IMG2,1732,2069,58,40,1583,0.949,0.8329,11.9523,0.36,2
3290,RCNHSha_20250515_010917_IMG2,2891,2087,64,39,1300,0.9393,0.9513,15.2304,0.349,2
3291,RCNHSha_20250515_010917_IMG2,2519,2113,39,89,1696,0.7132,0.9681,18.4151,0.3002,8
3292,RCNHSha_20250515_010917_IMG2,1101,2135,42,73,1428,0.5884,0.876,16.5683,0.2502,7
3293,RCNHSha_20250515_010917_IMG2,1480,2222,64,67,1838,0.6952,0.856,10.6699,0.2927,19
3294,RCNHSha_20250515_010917_IMG2,1006,2268,67,51,1260,0.7147,0.9508,14.0527,0.2789,2
3295,RCNHSha_20250515_010917_IMG2,1385,2309,66,42,1942,0.9191,0.7996,19.9255,0.3733,2
3296,RCNHSha_20250515_010917_IMG2,1330,2330,44,48,1213,0.8377,0.8097,19.4627,0.3193,7
3297,RCNHSha_20250515_010917_IMG2,2326,2356,182,99,6826,0.6919,0.9576,13.1071,0.4207,4
3298,RCNHSha_20250515_010917_IMG2,2660,2423,48,45,1234,0.8733,0.8433,13.1006,0.3245,3
3299,RCNHSha_20250515_010917_IMG2,1545,2470,44,42,1249,0.8445,0.6808,13.3075,0.3166,3
3300,RCNHSha_20250515_010917_IMG2,2281,2479,181,113,4515,0.4072,0.899,13.1387,0.3159,2
3301,RCNHSha_20250515_010917_IMG2,2635,2501,87,45,2137,0.8517,0.9229,12.5256,0.3535,2
3302,RCNHSha_20250515_010917_IMG2,2048,2564,61,53,1920,0.8272,0.4719,13.4296,0.3384,3
3303,RCNHSha_20250515_010917_IMG2,2128,2603,82,44,1628,0.8591,0.9673,15.4022,0.3383,2
3304,RCNHSha_20250515_010917_IMG2,1820,2640,94,44,1843,0.6793,0.9615,15.5453,0.2931,2
3305,RCNHSha_20250515_010917_IMG2,1607,2726,70,39,1351,0.8578,0.9269,11.2817,0.3227,2
3306,RCNHSha_20250515_010917_IMG2,1984,2783,73,72,2361,0.7728,0.9018,10.0024,0.3363,3
3307,RCNHSha_20250515_010917_IMG2,2329,2783,51,48,1259,0.849,0.8588,9.8988,0.3149,3
3308,RCNHSha_20250515_010932_IMG3,1397,190,241,96,4511,0.3633,0.9702,9.4781,0.2989,2
3309,RCNHSha_20250515_010932_IMG3,1862,206,91,44,1637,0.5207,0.9387,23.4945,0.2452,49
3310,RCNHSha_20250515_010932_IMG3,1968,246,317,129,13806,0.4875,0.9404,11.912,0.3582,4
3311,RCNHSha_20250515_010932_IMG3,2442,337,53,70,1962,0.6699,0.822,14.6506,0.2941,7
3312,RCNHSha_20250515_010932_IMG3,1536,390,56,81,2223,0.6502,0.8425,13.9157,0.2979,7
3313,RCNHSha_20250515_010932_IMG3,2149,460,93,141,5270,0.632,0.8395,35.9747,0.4256,26
3314,RCNHSha_20250515_010932_IMG3,2000,631,66,44,1715,0.8666,0.8633,13.8491,0.3424,2
3315,RCNHSha_20250515_010932_IMG3,1893,676,73,45,2024,0.8201,0.8477,16.332,0.3433,2
3316,RCNHSha_20250515_010932_IMG3,1874,830,168,76,5553,0.5948,0.9377,16.8009,0.3952,2
3317,RCNHSha_20250515_010932_IMG3,2343,843,53,39,1232,0.9046,0.8919,16.8218,0.3375,2
3318,RCNHSha_20250515_010932_IMG3,2858,956,37,46,1275,0.9696,0.6937,10.014,0.3519,7
3319,RCNHSha_20250515_010932_IMG3,1159,1060,131,83,3681,0.5635,0.8826,14.062,0.3304,2
3320,RCNHSha_20250515_010932_IMG3,2223,1097,90,48,1738,0.5523,0.9222,18.5126,0.2537,2
3321,RCNHSha_20250515_010932_IMG3,2961,1173,164,89,6574,0.6813,0.8927,9.8007,0.4142,48
3322,RCNHSha_20250515_010932_IMG3,2149,1207,286,169,6405,0.4956,0.9948,14.2307,0.3629,2
3323,RCNHSha_20250515_010932_IMG3,982,1218,43,74,1922,0.7829,0.8826,16.6733,0.3284,7
3324,RCNHSha_20250515_010932_IMG3,1990,1228,52,62,1349,0.7898,0.8391,16.458,0.3074,7
3325,RCNHSha_20250515_010932_IMG3,2554,1253,69,52,1329,0.7577,0.9646,15.1218,0.2956,2
3326,RCNHSha_20250515_010932_IMG3,3307,1366,73,136,4133,0.627,0.8968,14.9268,0.3683,22
3327,RCNHSha_20250515_010932_IMG3,2848,1392,160,76,5844,0.7707,0.9544,13.3162,0.4445,4
3328,RCNHSha_20250515_010932_IMG3,1315,1399,65,57,1780,0.7383,0.8541,17.9356,0.3106,2
3329,RCNHSha_20250515_010932_IMG3,1541,1486,50,56,1638,0.949,0.8745,15.6522,0.3659,14
3330,RCNHSha_20250515_010932_IMG3,2610,1504,79,54,2242,0.7726,0.856,15.1447,0.3366,2
3331,RCNHSha_20250515_010932_IMG3,1432,1506,78,62,1409,0.6621,0.9749,12.1356,0.2671,4
3332,RCNHSha_20250515_010932_IMG3,1715,1524,97,94,3402,0.6088,0.3535,16.3056,0.335,49
3333,RCNHSha_20250515_010932_IMG3,2285,1543,55,71,1627,0.7335,0.8712,18.1582,0.3033,7
3334,RCNHSha_20250515_010932_IMG3,1442,1577,98,148,5770,0.6205,0.9329,15.8626,0.402,29
3335,RCNHSha_20250515_010932_IMG3,3037,1584,78,81,2311,0.8198,0.9625,10.5927,0.349,40
3336,RCNHSha_20250515_010932_IMG3,3252,1593,51,76,1995,0.82,0.8991,16.1712,0.342,7
3337,RCNHSha_20250515_010932_IMG3,2830,1615,72,71,2284,0.6441,0.8143,16.6733,0.3013,15
3338,RCNHSha_20250515_010932_IMG3,1073,1760,200,108,8107,0.5498,0.8745,12.5133,0.3775,4
3339,RCNHSha_20250515_010932_IMG3,2838,1783,77,58,1889,0.7505,0.8969,12.9124,0.3136,2
3340,RCNHSha_20250515_010932_IMG3,2513,1883,51,82,1503,0.665,0.9551,14.5651,0.2742,7
3341,RCNHSha_20250515_010932_IMG3,2845,2013,51,43,1540,0.971,0.6906,12.3572,0.3653,6
3342,RCNHSha_20250515_010932_IMG3,1749,2064,68,77,2264,0.7709,0.9324,9.5358,0.3314,19
3343,RCNHSha_20250515_010932_IMG3,2300,2079,98,117,4689,0.7454,0.8806,15.1957,0.4264,49
3344,RCNHSha_20250515_010932_IMG3,2892,2081,65,34,1348,0.9133,0.9399,14.0443,0.3419,2
3345,RCNHSha_20250515_010932_IMG3,1098,2146,42,90,1569,0.5588,0.9319,17.7305,0.2481,7
3346,RCNHSha_20250515_010932_IMG3,1385,2309,94,61,3078,0.8083,0.9146,14.1955,0.3798,2
3347,RCNHSha_20250515_010932_IMG3,1328,2332,47,47,1283,0.8315,0.8211,15.5604,0.3163,5
3348,RCNHSha_20250515_010932_IMG3,2324,2350,187,97,6698,0.6717,0.9583,16.9422,0.4184,4
3349,RCNHSha_20250515_010932_IMG3,2664,2440,51,35,1324,0.8671,0.7667,11.4449,0.3245,2
3350,RCNHSha_20250515_010932_IMG3,2277,2481,181,88,3621,0.4824,0.9598,13.3867,0.303,2
3351,RCNHSha_20250515_010932_IMG3,2395,2561,77,75,2890,0.7641,0.8677,13.6475,0.3585,3
3352,RCNHSha_20250515_010932_IMG3,2046,2563,72,65,2197,0.7701,0.7187,20.3864,0.3393,2
3353,RCNHSha_20250515_010932_IMG3,2130,2602,81,45,1704,0.8903,0.9607,16.0969,0.3513,2
3354,RCNHSha_20250515_010932_IMG3,1817,2640,105,47,2086,0.6587,0.9663,15.2498,0.2963,2
3355,RCNHSha_20250515_010932_IMG3,1609,2724,69,37,1338,0.8832,0.9255,12.2489,0.3307,2
3356,RCNHSha_20250515_010932_IMG3,2328,2783,51,47,1202,0.816,0.8649,9.4423,0.3023,3
3357,RCNHSha_20250515_010932_IMG3,1984,2784,74,67,2353,0.7828,0.8935,10.5442,0.3395,3
3358,RCNHSha_20250515_010947_IMG4,1396,188,235,97,4234,0.3609,0.9711,9.4273,0.2871,2
3359,RCNHSha_20250515_010947_IMG4,1969,241,325,135,14161,0.4569,0.9354,11.3142,0.3484,4
3360,RCNHSha_20250515_010947_IMG4,1703,318,45,50,1218,0.8517,0.8746,13.748,0.318,7
3361,RCNHSha_20250515_010947_IMG4,1838,344,41,72,1452,0.6713,0.8906,9.8114,0.2693,8
3362,RCNHSha_20250515_010947_IMG4,1532,396,59,74,2019,0.6986,0.7798,15.4236,0.3058,19
3363,RCNHSha_20250515_010947_IMG4,2143,566,67,57,1751,0.8475,0.9373,14.9029,0.3392,2
3364,RCNHSha_20250515_010947_IMG4,1996,627,60,38,1332,0.8377,0.8761,12.7427,0.3173,2
3365,RCNHSha_20250515_010947_IMG4,1837,662,119,57,3100,0.6037,0.9462,15.4623,0.3206,2
3366,RCNHSha_20250515_010947_IMG4,1310,791,40,57,1332,0.8892,0.7707,16.5585,0.3366,7
3367,RCNHSha_20250515_010947_IMG4,1874,812,157,76,5299,0.6529,0.9458,16.6373,0.4125,2
3368,RCNHSha_20250515_010947_IMG4,1147,1027,136,116,4505,0.5511,0.9138,12.8585,0.3584,2
3369,RCNHSha_20250515_010947_IMG4,1998,1102,79,36,1490,0.734,0.9416,15.95,0.2957,2
3370,RCNHSha_20250515_010947_IMG4,2966,1153,140,103,6371,0.6868,0.8834,14.5385,0.4206,48
3371,RCNHSha_20250515_010947_IMG4,2147,1213,278,124,5537,0.5718,0.9958,15.2623,0.3868,2
3372,RCNHSha_20250515_010947_IMG4,978,1217,61,78,2213,0.6959,0.8332,14.7111,0.312,18
3373,RCNHSha_20250515_010947_IMG4,1975,1231,59,62,1349,0.7202,0.7186,16.7746,0.2868,7
3374,RCNHSha_20250515_010947_IMG4,2552,1253,55,52,1380,0.7814,0.8982,15.4437,0.3051,3
3375,RCNHSha_20250515_010947_IMG4,2823,1321,177,89,6916,0.6436,0.9467,13.9892,0.4071,4
3376,RCNHSha_20250515_010947_IMG4,1313,1399,80,57,2084,0.7435,0.8708,17.0983,0.3235,2
3377,RCNHSha_20250515_010947_IMG4,1526,1485,64,57,1802,0.9055,0.9192,23.2506,0.367,49
3378,RCNHSha_20250515_010947_IMG4,1431,1507,91,60,1543,0.6262,0.9699,18.5988,0.2682,2
3379,RCNHSha_20250515_010947_IMG4,1691,1513,108,91,3451,0.5448,0.6008,14.487,0.316,49
3380,RCNHSha_20250515_010947_IMG4,2765,1521,116,97,3418,0.5275,0.724,19.7845,0.3147,2
3381,RCNHSha_20250515_010947_IMG4,2992,1533,102,55,3591,0.946,0.9146,15.5576,0.443,6
3382,RCNHSha_20250515_010947_IMG4,2281,1547,62,39,1343,0.7039,0.9145,14.8117,0.2797,2
3383,RCNHSha_20250515_010947_IMG4,1441,1576,97,146,5572,0.6164,0.938,16.1277,0.4011,29
3384,RCNHSha_20250515_010947_IMG4,3034,1582,77,82,2360,0.8243,0.958,13.385,0.3551,42
3385,RCNHSha_20250515_010947_IMG4,2061,1717,178,118,6228,0.5318,0.8737,14.2369,0.3738,40
3386,RCNHSha_20250515_010947_IMG4,1071,1745,198,108,7885,0.5567,0.8716,12.0222,0.379,49
3387,RCNHSha_20250515_010947_IMG4,2840,1783,72,60,1853,0.7439,0.889,14.2848,0.3116,2
3388,RCNHSha_20250515_010947_IMG4,887,1943,59,67,1425,0.6678,0.8882,13.1859,0.2705,7
3389,RCNHSha_20250515_010947_IMG4,2883,2026,65,32,1401,0.9321,0.9317,22.6545,0.3583,2
3390,RCNHSha_20250515_010947_IMG4,1729,2064,89,64,2412,0.753,0.9428,8.7296,0.3311,2
3391,RCNHSha_20250515_010947_IMG4,1099,2143,44,52,1297,0.7625,0.5787,16.4076,0.297,7
3392,RCNHSha_20250515_010947_IMG4,2859,2225,104,113,3922,0.5453,0.8958,17.1681,0.3376,47
3393,RCNHSha_20250515_010947_IMG4,1527,2240,49,50,1654,0.9517,0.742,13.2248,0.3649,5
3394,RCNHSha_20250515_010947_IMG4,1002,2257,64,48,1231,0.7149,0.9108,12.7318,0.2764,2
3395,RCNHSha_20250515_010947_IMG4,1384,2306,94,47,3103,0.8798,0.9125,18.9141,0.407,2
3396,RCNHSha_20250515_010947_IMG4,2321,2322,172,69,5705,0.6328,0.9514,14.7736,0.4046,4
3397,RCNHSha_20250515_010947_IMG4,1329,2324,45,55,1401,0.774,0.7399,16.7606,0.305,7
3398,RCNHSha_20250515_010947_IMG4,2354,2422,124,132,6703,0.6573,0.7523,22.8339,0.42,49
3399,RCNHSha_20250515_010947_IMG4,2658,2441,60,43,1435,0.814,0.8352,13.0334,0.3146,2
3400,RCNHSha_20250515_010947_IMG4,2275,2458,75,47,1370,0.7731,0.9521,22.8295,0.3096,49
3401,RCNHSha_20250515_010947_IMG4,2035,2563,68,49,1908,0.813,0.7654,17.4534,0.3377,2
3402,RCNHSha_20250515_010947_IMG4,2131,2599,93,47,1733,0.8064,0.9652,14.7639,0.326,2
3403,RCNHSha_20250515_010947_IMG4,2045,2620,97,109,3812,0.693,0.9274,13.9394,0.3743,7
3404,RCNHSha_20250515_010947_IMG4,1821,2640,94,46,1918,0.6692,0.9626,14.5584,0.292,2
3405,RCNHSha_20250515_010947_IMG4,1607,2719,74,36,1410,0.8474,0.925,11.9091,0.3225,2
3406,RCNHSha_20250515_010947_IMG4,1687,2756,34,85,1302,0.8395,0.9792,10.5673,0.3145,7
3407,RCNHSha_20250515_010947_IMG4,1982,2784,75,57,2361,0.8164,0.8806,10.7127,0.3501,2
3408,RCNHSha_20250515_011017_IMG6,1397,191,242,87,4256,0.3737,0.9756,9.1845,0.2915,2
3409,RCNHSha_20250515_011017_IMG6,1969,241,317,135,13797,0.467,0.9351,13.4278,0.3535,4
3410,RCNHSha_20250515_011017_IMG6,1842,298,55,63,2010,0.7755,0.6574,11.4558,0.3245,7
3411,RCNHSha_20250515_011017_IMG6,2281,365,46,94,1297,0.6932,0.9847,17.0778,0.2769,49
3412,RCNHSha_20250515_011017_IMG6,1536,405,56,68,2030,0.8195,0.7041,15.1276,0.3422,7
3413,RCNHSha_20250515_011017_IMG6,2158,552,69,38,1540,0.7257,0.9132,16.9938,0.2963,2
3414,RCNHSha_20250515_011017_IMG6,1980,570,75,49,1609,0.7582,0.9377,12.3003,0.3041,2
3415,RCNHSha_20250515_011017_IMG6,1887,594,46,59,1583,0.8301,0.7373,15.8734,0.3282,7
3416,RCNHSha_20250515_011017_IMG6,2136,690,46,61,1690,0.8743,0.8233,21.0186,0.3509,18
3417,RCNHSha_20250515_011017_IMG6,2054,718,57,88,1562,0.5228,0.9336,22.8046,0.2421,7
3418,RCNHSha_20250515_011017_IMG6,2763,756,132,153,5932,0.5868,0.9107,29.1663,0.4052,49
3419,RCNHSha_20250515_011017_IMG6,1410,784,84,46,1567,0.6451,0.9557,11.675,0.2679,2
3420,RCNHSha_20250515_011017_IMG6,1874,824,163,65,5384,0.6937,0.9539,16.4043,0.4245,2
3421,RCNHSha_20250515_011017_IMG6,1102,832,65,48,1673,0.8415,0.8669,15.4505,0.3348,2
3422,RCNHSha_20250515_011017_IMG6,1163,846,102,135,5606,0.6772,0.8589,16.7156,0.4199,47
3423,RCNHSha_20250515_011017_IMG6,1910,974,170,175,7285,0.4407,0.6932,16.5224,0.3487,49
3424,RCNHSha_20250515_011017_IMG6,1655,983,50,63,1717,0.7025,0.7331,20.6445,0.3001,7
3425,RCNHSha_20250515_011017_IMG6,1158,1025,130,116,4460,0.5532,0.9081,17.1871,0.3616,4
3426,RCNHSha_20250515_011017_IMG6,2075,1054,39,59,1713,0.9581,0.7913,18.307,0.3742,7
3427,RCNHSha_20250515_011017_IMG6,2966,1162,151,97,6481,0.6977,0.8984,10.7136,0.42,48
3428,RCNHSha_20250515_011017_IMG6,1916,1189,64,65,1445,0.6803,0.9323,17.1618,0.2791,5
3429,RCNHSha_20250515_011017_IMG6,2128,1214,320,84,5793,0.5186,0.9966,15.6665,0.3712,2
3430,RCNHSha_20250515_011017_IMG6,981,1218,48,76,2000,0.7294,0.858,14.6594,0.3135,7
3431,RCNHSha_20250515_011017_IMG6,1973,1235,72,50,1379,0.657,0.8698,17.5826,0.2698,2
3432,RCNHSha_20250515_011017_IMG6,2552,1253,74,32,1391,0.827,0.9556,17.208,0.3209,2
3433,RCNHSha_20250515_011017_IMG6,2834,1348,183,66,6527,0.7529,0.9614,14.7266,0.4406,2
3434,RCNHSha_20250515_011017_IMG6,1315,1398,65,58,1954,0.7736,0.8769,16.5329,0.3268,2
3435,RCNHSha_20250515_011017_IMG6,1540,1488,52,55,1647,0.8961,0.8616,16.0187,0.3507,7
3436,RCNHSha_20250515_011017_IMG6,1432,1507,77,61,1439,0.6718,0.973,14.5417,0.2736,2
3437,RCNHSha_20250515_011017_IMG6,1710,1509,99,83,3325,0.6324,0.3832,15.3616,0.3381,49
3438,RCNHSha_20250515_011017_IMG6,2823,1541,72,66,2364,0.7061,0.8307,15.4362,0.3218,3
3439,RCNHSha_20250515_011017_IMG6,1441,1575,103,143,5608,0.6259,0.9315,17.1452,0.4049,29
3440,RCNHSha_20250515_011017_IMG6,3036,1582,78,81,2348,0.8187,0.9626,13.2466,0.3528,40
3441,RCNHSha_20250515_011017_IMG6,2813,1645,228,168,10393,0.441,0.6208,20.2499,0.3525,46
3442,RCNHSha_20250515_011017_IMG6,3167,1680,101,63,4091,0.8503,0.8276,15.2285,0.434,2
3443,RCNHSha_20250515_011017_IMG6,2185,1725,57,56,2194,0.9404,0.7125,19.5614,0.3894,49
3444,RCNHSha_20250515_011017_IMG6,1078,1738,196,114,7824,0.5548,0.8749,11.3959,0.3778,4
3445,RCNHSha_20250515_011017_IMG6,941,1784,143,83,5380,0.7222,0.9187,14.3166,0.431,2
3446,RCNHSha_20250515_011017_IMG6,2834,1794,71,48,1779,0.7596,0.7695,23.3286,0.3224,2
3447,RCNHSha_20250515_011017_IMG6,2307,1843,39,51,1326,0.9002,0.7425,16.1476,0.3392,7
3448,RCNHSha_20250515_011017_IMG6,1519,1845,72,58,2268,0.9007,0.8603,9.482,0.3704,2
3449,RCNHSha_20250515_011017_IMG6,886,1907,48,68,1809,0.8065,0.8556,15.143,0.3295,7
3450,RCNHSha_20250515_011017_IMG6,2510,1907,56,61,1355,0.74,0.9427,15.9489,0.2922,7
3451,RCNHSha_20250515_011017_IMG6,2890,2020,63,32,1389,0.9303,0.9144,12.3907,0.3471,2
3452,RCNHSha_20250515_011017_IMG6,1710,2049,65,56,1811,0.7901,0.7898,12.6508,0.3221,32
3453,RCNHSha_20250515_011017_IMG6,1101,2136,55,51,1311,0.6779,0.5341,13.004,0.2688,3
3454,RCNHSha_20250515_011017_IMG6,1468,2191,57,71,1759,0.8073,0.9429,10.0295,0.3226,8
3455,RCNHSha_20250515_011017_IMG6,2321,2205,277,180,12411,0.4352,0.871,17.125,0.3477,49
3456,RCNHSha_20250515_011017_IMG6,1385,2298,100,49,3042,0.8125,0.9212,15.764,0.3812,2
3457,RCNHSha_20250515_011017_IMG6,1328,2333,47,45,1258,0.8276,0.7993,16.041,0.3147,3
3458,RCNHSha_20250515_011017_IMG6,2670,2408,44,58,1339,0.8291,0.7515,11.0422,0.3133,7
3459,RCNHSha_20250515_011017_IMG6,2259,2429,206,105,4400,0.3782,0.9069,12.943,0.3024,2
3460,RCNHSha_20250515_011017_IMG6,2035,2547,67,65,2187,0.7575,0.5344,13.0492,0.3278,3
3461,RCNHSha_20250515_011017_IMG6,2363,2569,195,119,4167,0.3685,0.9336,13.2237,0.2905,49
3462,RCNHSha_20250515_011017_IMG6,2131,2590,83,49,1812,0.8657,0.9629,16.1534,0.3484,2
3463,RCNHSha_20250515_011017_IMG6,1818,2640,99,46,1945,0.6772,0.9675,13.3834,0.2944,2
3464,RCNHSha_20250515_011017_IMG6,1610,2712,71,33,1385,0.8576,0.9051,11.8781,0.3246,2
3465,RCNHSha_20250515_011017_IMG6,1686,2741,43,80,1346,0.8444,0.9757,11.8125,0.319,7
3466,RCNHSha_20250515_011017_IMG6,1983,2779,76,47,2374,0.8234,0.8782,11.047,0.353,2
3467,RCNHSha_20250515_011032_IMG7,1547,160,70,50,1481,0.6544,0.8686,9.1392,0.2647,2
3468,RCNHSha_20250515_011032_IMG7,1401,191,126,49,2204,0.7177,0.9887,7.6896,0.3112,2
3469,RCNHSha_20250515_011032_IMG7,1964,238,182,122,7472,0.6109,0.9435,13.3607,0.3966,4
3470,RCNHSha_20250515_011032_IMG7,2561,262,65,40,1858,0.8839,0.8225,22.5179,0.362,10
3471,RCNHSha_20250515_011032_IMG7,2112,278,169,72,5677,0.7306,0.937,12.4615,0.4317,2
3472,RCNHSha_20250515_011032_IMG7,1838,291,45,61,1719,0.8856,0.788,13.2502,0.3477,7
3473,RCNHSha_20250515_011032_IMG7,2712,400,104,132,4999,0.5942,0.8265,11.2939,0.3895,7
3474,RCNHSha_20250515_011032_IMG7,1535,402,56,71,1892,0.7867,0.7634,14.5246,0.3262,7
3475,RCNHSha_20250515_011032_IMG7,1616,427,160,136,7621,0.4965,0.6152,34.1113,0.3831,49
3476,RCNHSha_20250515_011032_IMG7,2130,516,72,31,1359,0.8251,0.9536,11.7169,0.3136,2
3477,RCNHSha_20250515_011032_IMG7,1980,571,72,45,1756,0.7524,0.9151,10.9137,0.3069,2
3478,RCNHSha_20250515_011032_IMG7,1868,594,65,62,2150,0.7621,0.8133,15.3116,0.33,3
3479,RCNHSha_20250515_011032_IMG7,2552,694,67,88,2959,0.8254,0.8235,12.5269,0.3785,49
3480,RCNHSha_20250515_011032_IMG7,2877,728,52,81,2678,0.9581,0.8535,10.0172,0.4046,7
3481,RCNHSha_20250515_011032_IMG7,2057,742,64,89,2035,0.5174,0.8803,15.3634,0.252,7
3482,RCNHSha_20250515_011032_IMG7,1876,750,134,128,5355,0.6627,0.9392,15.3246,0.4141,2
3483,RCNHSha_20250515_011032_IMG7,1179,1038,53,56,1668,0.8303,0.3736,18.059,0.3339,7
3484,RCNHSha_20250515_011032_IMG7,1115,1082,108,58,2623,0.6566,0.8709,20.8884,0.3228,2
3485,RCNHSha_20250515_011032_IMG7,2147,1113,269,119,5053,0.5225,0.9954,15.46,0.3722,2
3486,RCNHSha_20250515_011032_IMG7,2964,1126,123,129,6363,0.6962,0.8879,11.6973,0.4205,49
3487,RCNHSha_20250515_011032_IMG7,1935,1195,97,57,2315,0.6286,0.8973,15.9669,0.2971,2
3488,RCNHSha_20250515_011032_IMG7,2556,1196,52,76,1734,0.6468,0.8948,17.1187,0.2805,7
3489,RCNHSha_20250515_011032_IMG7,980,1217,47,76,2111,0.7718,0.858,14.8105,0.3308,8
3490,RCNHSha_20250515_011032_IMG7,2245,1225,77,173,4764,0.5945,0.9397,16.3685,0.3853,7
3491,RCNHSha_20250515_011032_IMG7,2816,1298,155,112,6319,0.6682,0.9434,13.6146,0.4141,4
3492,RCNHSha_20250515_011032_IMG7,1327,1399,52,60,1749,0.8093,0.8541,15.3833,0.3281,7
3493,RCNHSha_20250515_011032_IMG7,1539,1486,52,57,1598,0.8437,0.8711,16.4482,0.3335,7
3494,RCNHSha_20250515_011032_IMG7,1702,1494,62,85,2769,0.8502,0.8787,15.9411,0.3818,7
3495,RCNHSha_20250515_011032_IMG7,2783,1506,80,55,2201,0.7132,0.8543,19.0845,0.3211,2
3496,RCNHSha_20250515_011032_IMG7,1431,1508,80,59,1497,0.6728,0.9709,13.7617,0.2755,4
3497,RCNHSha_20250515_011032_IMG7,2723,1569,57,56,1375,0.6284,0.819,17.3547,0.2609,5
3498,RCNHSha_20250515_011032_IMG7,1441,1574,84,138,5277,0.6541,0.9272,16.9904,0.4132,29
3499,RCNHSha_20250515_011032_IMG7,3035,1580,78,83,2324,0.8195,0.9648,12.3416,0.3511,40
3500,RCNHSha_20250515_011032_IMG7,2218,1592,63,102,3609,0.8079,0.8732,12.8376,0.3996,7
3501,RCNHSha_20250515_011032_IMG7,2342,1592,112,136,5184,0.5933,0.8822,14.3089,0.3923,19
3502,RCNHSha_20250515_011032_IMG7,2597,1632,72,37,1412,0.8036,0.9396,30.3192,0.3279,2
3503,RCNHSha_20250515_011032_IMG7,1069,1707,166,146,6730,0.5935,0.9348,10.5185,0.3886,40
3504,RCNHSha_20250515_011032_IMG7,2844,1710,58,34,1221,0.8734,0.8483,13.3384,0.3242,2
3505,RCNHSha_20250515_011032_IMG7,2831,1756,92,86,2477,0.5998,0.9155,17.4917,0.2965,2
3506,RCNHSha_20250515_011032_IMG7,3273,1904,49,143,4634,0.8066,0.9415,15.3308,0.4427,49
3507,RCNHSha_20250515_011032_IMG7,2513,1906,64,61,1258,0.6833,0.9569,14.9517,0.2703,3
