object_id,frame,x,y,w,h,area,solidity,eccentricity,focus_score,quality_score,cluster
928,RCNHSha_20250512_020902_IMG1,2649,262,113,126,3055,0.3697,0.783,10.6674,0.2438,42
929,RCNHSha_20250512_020902_IMG1,1397,293,165,110,4980,0.4725,0.9064,16.0893,0.357,49
930,RCNHSha_20250512_020902_IMG1,2177,361,201,191,8222,0.3874,0.586,29.8909,0.3461,49
931,RCNHSha_20250512_020902_IMG1,1496,562,201,204,8590,0.3861,0.4516,18.9095,0.3347,0
932,RCNHSha_20250512_020902_IMG1,1847,599,137,156,8999,0.698,0.71,11.6835,0.4211,35
933,RCNHSha_20250512_020902_IMG1,2141,704,175,234,9575,0.4063,0.7976,27.6518,0.3495,49
934,RCNHSha_20250512_020902_IMG1,2053,919,50,76,1312,0.5808,0.8683,17.648,0.2444,7
935,RCNHSha_20250512_020902_IMG1,1995,971,64,46,2059,0.9423,0.7238,15.7732,0.3808,3
936,RCNHSha_20250512_020902_IMG1,2942,1033,259,205,12317,0.4113,0.8405,22.3083,0.3457,0
937,RCNHSha_20250512_020902_IMG1,1145,1083,63,32,1234,0.9074,0.8638,15.5381,0.3371,2
938,RCNHSha_20250512_020902_IMG1,2872,1122,80,79,2212,0.8026,0.9663,14.2245,0.3435,49
939,RCNHSha_20250512_020902_IMG1,2576,1134,47,68,1293,0.7167,0.889,18.7145,0.2855,8
940,RCNHSha_20250512_020902_IMG1,1505,1138,155,201,6960,0.4214,0.7638,27.962,0.3544,0
941,RCNHSha_20250512_020902_IMG1,2573,1292,60,53,2127,0.896,0.3995,19.4039,0.3733,2
942,RCNHSha_20250512_020902_IMG1,820,1330,179,202,8422,0.3524,0.5324,27.2961,0.333,49
943,RCNHSha_20250512_020902_IMG1,2770,1330,64,128,2771,0.4787,0.929,28.2328,0.2827,49
944,RCNHSha_20250512_020902_IMG1,1416,1415,184,137,6391,0.4305,0.8232,24.2943,0.3534,46
945,RCNHSha_20250512_020902_IMG1,2900,1426,176,140,5422,0.4489,0.8585,29.9044,0.3646,49
946,RCNHSha_20250512_020902_IMG1,1690,1456,221,132,9936,0.5759,0.9431,15.5696,0.3883,49
947,RCNHSha_20250512_020902_IMG1,839,1561,119,103,4766,0.7158,0.9053,12.649,0.418,2
948,RCNHSha_20250512_020902_IMG1,658,1635,56,75,1309,0.782,0.9805,9.4357,0.2964,7
949,RCNHSha_20250512_020902_IMG1,1089,1818,113,111,6585,0.8231,0.8616,10.8851,0.4578,49
950,RCNHSha_20250512_020902_IMG1,2288,1843,193,201,11841,0.4566,0.7012,15.4183,0.3524,0
951,RCNHSha_20250512_020902_IMG1,1689,1894,166,153,7786,0.4779,0.7809,27.8383,0.3712,0
952,RCNHSha_20250512_020902_IMG1,1130,1913,141,104,5739,0.6734,0.8912,9.0726,0.4111,4
953,RCNHSha_20250512_020902_IMG1,1983,1929,161,157,6711,0.4828,0.8217,15.387,0.3602,49
954,RCNHSha_20250512_020902_IMG1,2084,2026,77,50,2752,0.9745,0.8269,22.6423,0.4251,21
955,RCNHSha_20250512_020902_IMG1,2934,2179,184,106,7393,0.5996,0.8663,16.9683,0.3969,49
956,RCNHSha_20250512_020902_IMG1,1206,2217,76,84,3682,0.8635,0.6007,35.9693,0.4423,49
957,RCNHSha_20250512_020902_IMG1,2830,2274,159,176,6458,0.4372,0.7111,20.4664,0.3516,0
958,RCNHSha_20250512_020902_IMG1,2160,2276,141,140,5308,0.4395,0.8358,30.1584,0.362,46
959,RCNHSha_20250512_020902_IMG1,1374,2286,67,67,1884,0.8568,0.9398,12.4322,0.3448,13
960,RCNHSha_20250512_020902_IMG1,1196,2324,115,161,6028,0.4781,0.886,27.8857,0.3713,49
961,RCNHSha_20250512_020902_IMG1,1291,2464,186,201,7530,0.3767,0.7848,19.467,0.3325,0
962,RCNHSha_20250512_020902_IMG1,2347,2512,71,62,1898,0.7968,0.9218,15.6835,0.3306,2
963,RCNHSha_20250512_021047_IMG8,1739,230,70,74,3529,0.8918,0.6093,21.5015,0.4302,49
964,RCNHSha_20250512_021047_IMG8,1848,295,52,40,1408,0.945,0.753,16.5541,0.3564,6
965,RCNHSha_20250512_021047_IMG8,1291,307,35,78,1414,0.6854,0.9352,14.3378,0.2765,7
966,RCNHSha_20250512_021047_IMG8,2466,316,106,61,1868,0.7165,0.9818,13.8422,0.3035,2
967,RCNHSha_20250512_021047_IMG8,1426,330,71,57,2207,0.754,0.8412,12.0551,0.3265,2
968,RCNHSha_20250512_021047_IMG8,2429,396,273,307,17567,0.4281,0.9568,14.8577,0.3433,0
969,RCNHSha_20250512_021047_IMG8,1710,400,55,51,1721,0.9631,0.8339,45.0881,0.4028,10
970,RCNHSha_20250512_021047_IMG8,1234,417,175,139,5136,0.3407,0.747,14.2157,0.3164,49
971,RCNHSha_20250512_021047_IMG8,2067,504,38,62,1565,0.9751,0.8801,29.1105,0.3842,14
972,RCNHSha_20250512_021047_IMG8,1778,510,151,136,6164,0.5518,0.6488,13.9127,0.3794,49
973,RCNHSha_20250512_021047_IMG8,3076,557,46,55,1321,0.7849,0.6973,7.6338,0.2959,7
974,RCNHSha_20250512_021047_IMG8,1437,595,64,98,3372,0.8885,0.9115,14.584,0.416,47
975,RCNHSha_20250512_021047_IMG8,2861,613,38,84,1862,0.8909,0.9096,29.3764,0.3711,49
976,RCNHSha_20250512_021047_IMG8,1332,659,121,139,5182,0.5229,0.7348,13.7103,0.3706,0
977,RCNHSha_20250512_021047_IMG8,2016,733,157,205,8003,0.4715,0.8314,15.5505,0.357,49
978,RCNHSha_20250512_021047_IMG8,1941,746,42,63,1762,0.9535,0.734,12.5645,0.3691,7
979,RCNHSha_20250512_021047_IMG8,2738,760,120,99,4050,0.5653,0.8382,23.1221,0.3547,49
980,RCNHSha_20250512_021047_IMG8,2570,779,56,124,3847,0.6831,0.9399,14.1995,0.373,49
981,RCNHSha_20250512_021047_IMG8,2766,860,174,233,11486,0.4716,0.8677,19.2395,0.3607,0
982,RCNHSha_20250512_021047_IMG8,2111,897,90,86,2453,0.5863,0.9097,13.9033,0.2879,2
983,RCNHSha_20250512_021047_IMG8,2383,905,180,204,8973,0.4386,0.7728,14.2891,0.3459,0
984,RCNHSha_20250512_021047_IMG8,1587,929,83,165,6387,0.663,0.8081,21.666,0.4206,0
985,RCNHSha_20250512_021047_IMG8,2038,943,74,128,4316,0.6561,0.9158,13.6733,0.3832,22
986,RCNHSha_20250512_021047_IMG8,1765,979,116,112,4378,0.5561,0.6204,19.7695,0.3617,46
987,RCNHSha_20250512_021047_IMG8,2263,1005,50,53,1531,0.7354,0.5606,22.3582,0.3042,49
988,RCNHSha_20250512_021047_IMG8,1329,1007,85,160,6679,0.7952,0.8937,18.0673,0.4566,0
989,RCNHSha_20250512_021047_IMG8,2533,1030,148,184,7073,0.4584,0.7017,13.8373,0.3513,0
990,RCNHSha_20250512_021047_IMG8,1947,1113,47,64,1456,0.6845,0.8334,20.405,0.284,8
991,RCNHSha_20250512_021047_IMG8,2872,1134,77,67,2168,0.6846,0.9304,17.8309,0.3099,40
992,RCNHSha_20250512_021047_IMG8,2038,1177,56,82,2051,0.7302,0.8352,17.3393,0.3184,8
993,RCNHSha_20250512_021047_IMG8,2478,1192,57,53,1534,0.8517,0.884,17.5881,0.3345,3
994,RCNHSha_20250512_021047_IMG8,3196,1351,59,47,1847,0.8563,0.7987,19.2323,0.35,9
995,RCNHSha_20250512_021047_IMG8,2934,1355,60,49,1994,0.9097,0.7336,38.1459,0.3908,10
996,RCNHSha_20250512_021047_IMG8,1762,1364,137,149,4791,0.3717,0.3183,20.9254,0.3241,43
997,RCNHSha_20250512_021047_IMG8,1708,1429,46,58,1707,0.8364,0.7747,27.7536,0.3469,14
998,RCNHSha_20250512_021047_IMG8,3154,1470,53,110,3095,0.8289,0.9005,9.356,0.3818,8
999,RCNHSha_20250512_021047_IMG8,1822,1586,177,105,6986,0.6902,0.8851,27.2043,0.4343,0
1000,RCNHSha_20250512_021047_IMG8,753,1611,66,121,4790,0.854,0.8785,28.2832,0.4761,0
1001,RCNHSha_20250512_021047_IMG8,2962,1617,153,208,7815,0.4812,0.8368,12.5344,0.3569,0
1002,RCNHSha_20250512_021047_IMG8,1489,1631,205,169,6883,0.368,0.8376,26.5502,0.337,50
1003,RCNHSha_20250512_021047_IMG8,657,1633,54,78,1291,0.7858,0.9827,8.4694,0.2958,7
1004,RCNHSha_20250512_021047_IMG8,2213,1701,87,169,7726,0.7912,0.8987,12.7907,0.4501,40
1005,RCNHSha_20250512_021047_IMG8,1748,1704,156,182,9429,0.538,0.8299,17.0165,0.3784,49
1006,RCNHSha_20250512_021047_IMG8,3165,1728,123,171,5648,0.4924,0.8469,12.9887,0.3607,47
1007,RCNHSha_20250512_021047_IMG8,1923,1754,207,122,8584,0.566,0.8697,20.4794,0.3903,49
1008,RCNHSha_20250512_021047_IMG8,1582,1811,64,75,3017,0.8863,0.6796,15.3424,0.4019,14
1009,RCNHSha_20250512_021047_IMG8,1889,1834,67,126,5943,0.9378,0.8625,21.5693,0.5029,49
1010,RCNHSha_20250512_021047_IMG8,2617,1987,86,46,1888,0.7125,0.8792,21.3965,0.3107,25
1011,RCNHSha_20250512_021047_IMG8,1916,2080,168,148,7283,0.5249,0.7754,10.3166,0.3678,0
1012,RCNHSha_20250512_021047_IMG8,1419,2101,82,144,8081,0.9087,0.8371,11.8659,0.4845,14
1013,RCNHSha_20250512_021047_IMG8,2609,2129,74,76,3065,0.8213,0.5949,14.5533,0.3835,49
1014,RCNHSha_20250512_021047_IMG8,1374,2316,71,37,1879,0.8415,0.9104,15.018,0.3426,4
1015,RCNHSha_20250512_021047_IMG8,2526,2380,59,84,2469,0.7771,0.8411,17.547,0.3495,14
1016,RCNHSha_20250512_021047_IMG8,1275,2468,120,188,4678,0.3921,0.8721,11.5186,0.3163,7
1017,RCNHSha_20250512_021047_IMG8,2828,2478,138,113,4205,0.6265,0.9317,9.9295,0.3661,49
1018,RCNHSha_20250512_021047_IMG8,1101,2491,97,80,2438,0.6371,0.9358,12.6051,0.3012,49
1019,RCNHSha_20250512_021047_IMG8,2346,2517,73,59,1914,0.8035,0.9233,13.8526,0.3315,4
1020,RCNHSha_20250512_021047_IMG8,1784,2564,165,126,7436,0.6324,0.8218,11.5565,0.4013,6
1021,RCNHSha_20250512_023933_IMG3,2191,914,33,54,1361,0.9438,0.7959,17.9799,0.3556,7
1022,RCNHSha_20250512_023933_IMG3,2868,1118,73,82,2285,0.8413,0.9508,11.4417,0.3552,40
1023,RCNHSha_20250512_023933_IMG3,2421,1138,51,58,1301,0.7002,0.8544,16.5437,0.2786,7
1024,RCNHSha_20250512_023933_IMG3,1475,1590,30,82,1319,0.7431,0.9712,31.0695,0.3068,49
1025,RCNHSha_20250512_023933_IMG3,644,1623,36,79,1270,0.8411,0.9753,9.1036,0.3122,7
1026,RCNHSha_20250512_023933_IMG3,2347,1996,192,171,9314,0.4887,0.7272,31.2891,0.3779,0
1027,RCNHSha_20250512_023933_IMG3,1369,2272,43,79,1965,0.8001,0.9108,13.3588,0.332,8
1028,RCNHSha_20250512_023933_IMG3,2346,2505,60,70,1937,0.79,0.8958,12.6703,0.3271,19
1029,RCNHSha_20250512_023933_IMG3,1823,2642,88,44,1612,0.5757,0.9501,14.9971,0.2522,2
1030,RCNHSha_20250512_023948_IMG4,1409,419,62,50,2074,0.8944,0.7885,11.8859,0.3632,3
1031,RCNHSha_20250512_023948_IMG4,917,565,135,80,2169,0.3228,0.897,9.3673,0.193,2
1032,RCNHSha_20250512_023948_IMG4,1868,696,46,56,1287,0.8049,0.8773,15.7756,0.3087,45
1033,RCNHSha_20250512_023948_IMG4,2344,751,89,82,1502,0.3576,0.9477,20.6368,0.188,3
1034,RCNHSha_20250512_023948_IMG4,2871,1115,73,84,2299,0.8297,0.9531,17.2127,0.3581,40
1035,RCNHSha_20250512_023948_IMG4,646,1621,47,82,1385,0.8461,0.9796,8.9277,0.3181,7
1036,RCNHSha_20250512_023948_IMG4,1159,1732,115,132,7409,0.8668,0.9098,13.7845,0.4738,47
1037,RCNHSha_20250512_023948_IMG4,1076,1847,91,161,7690,0.759,0.7995,25.0235,0.4527,0
1038,RCNHSha_20250512_023948_IMG4,1374,2256,41,94,2092,0.7231,0.9554,13.7838,0.3144,29
1039,RCNHSha_20250512_023948_IMG4,2347,2502,75,77,2294,0.7862,0.945,14.4232,0.342,3
1040,RCNHSha_20250512_030902_IMG1,2618,235,75,58,2216,0.8174,0.8371,8.8174,0.3427,2
1041,RCNHSha_20250512_030902_IMG1,2639,468,49,49,1538,0.826,0.5454,49.8093,0.3591,21
1042,RCNHSha_20250512_030902_IMG1,1458,631,55,65,2520,0.973,0.6905,9.6549,0.4023,7
1043,RCNHSha_20250512_030902_IMG1,1116,746,162,245,9871,0.4314,0.8398,12.2325,0.3417,0
1044,RCNHSha_20250512_030902_IMG1,2870,1114,70,87,2317,0.8518,0.949,9.6521,0.3579,40
1045,RCNHSha_20250512_030902_IMG1,3190,1380,43,56,1833,0.9211,0.6965,12.3634,0.362,7
1046,RCNHSha_20250512_030902_IMG1,1476,1588,32,72,1372,0.831,0.9491,14.1435,0.3183,8
1047,RCNHSha_20250512_030902_IMG1,640,1619,30,84,1280,0.8322,0.9771,8.9242,0.3098,7
1048,RCNHSha_20250512_030902_IMG1,2425,1828,186,165,7647,0.4524,0.8732,15.8714,0.3516,49
1049,RCNHSha_20250512_030902_IMG1,1364,2259,54,91,2125,0.699,0.9407,14.318,0.309,29
1050,RCNHSha_20250512_030902_IMG1,2559,2302,153,93,5029,0.5809,0.8116,10.7863,0.3851,48
1051,RCNHSha_20250512_030902_IMG1,2346,2499,58,75,1894,0.7814,0.9203,13.7145,0.3239,16
1052,RCNHSha_20250512_031003_IMG5,1779,129,172,168,6307,0.3838,0.9073,11.5738,0.3267,49
1053,RCNHSha_20250512_031003_IMG5,2493,194,67,120,3008,0.65,0.9175,12.6329,0.3279,49
1054,RCNHSha_20250512_031003_IMG5,1755,264,60,113,2638,0.7563,0.9418,13.4763,0.3459,7
1055,RCNHSha_20250512_031003_IMG5,2870,1114,69,85,2314,0.8567,0.9458,17.8391,0.3674,29
1056,RCNHSha_20250512_031003_IMG5,629,1570,78,84,1978,0.6999,0.9628,8.7694,0.2979,7
1057,RCNHSha_20250512_031003_IMG5,1475,1586,25,76,1239,0.8304,0.9703,12.4876,0.3112,8
1058,RCNHSha_20250512_031003_IMG5,1258,1783,63,83,4152,0.9631,0.7105,13.0831,0.4681,47
1059,RCNHSha_20250512_031003_IMG5,816,1880,130,150,5617,0.5341,0.8933,12.0811,0.3723,49
1060,RCNHSha_20250512_031003_IMG5,1537,1941,64,114,5563,0.9527,0.8391,10.8563,0.4967,14
1061,RCNHSha_20250512_031003_IMG5,1372,2258,41,91,2024,0.7411,0.9465,13.6218,0.3169,29
1062,RCNHSha_20250512_031003_IMG5,1414,2378,51,57,2005,0.936,0.6529,13.5497,0.3746,14
1063,RCNHSha_20250512_031003_IMG5,2346,2499,55,81,1943,0.7753,0.9168,14.5161,0.3248,7
1064,RCNHSha_20250512_034017_IMG6,2462,331,107,46,1843,0.6618,0.978,14.3696,0.2866,2
1065,RCNHSha_20250512_034017_IMG6,3006,781,44,67,1351,0.7271,0.9358,10.9418,0.2831,7
1066,RCNHSha_20250512_034017_IMG6,2872,1146,90,56,2174,0.8191,0.9552,11.7827,0.3445,4
1067,RCNHSha_20250512_034017_IMG6,1838,1161,48,65,1266,0.5672,0.894,36.2414,0.257,49
1068,RCNHSha_20250512_034017_IMG6,2445,1209,64,44,1264,0.6774,0.8982,18.9345,0.2727,2
1069,RCNHSha_20250512_034017_IMG6,1474,1589,22,73,1230,0.8939,0.9634,16.7881,0.3342,8
1070,RCNHSha_20250512_034017_IMG6,655,1634,58,75,1233,0.8533,0.9864,8.9552,0.3143,7
1071,RCNHSha_20250512_034017_IMG6,797,1907,64,88,1619,0.5315,0.8806,15.7583,0.24,49
1072,RCNHSha_20250512_034017_IMG6,1371,2271,54,79,1938,0.8191,0.9367,12.8855,0.3361,29
1073,RCNHSha_20250512_034017_IMG6,2342,2525,88,51,1959,0.7725,0.9532,15.2124,0.3253,4
1074,RCNHSha_20250512_041002_IMG5,2466,337,104,39,1821,0.6828,0.9682,14.6627,0.2923,2
1075,RCNHSha_20250512_041002_IMG5,1132,886,52,54,1263,0.7682,0.8507,18.6831,0.2997,45
1076,RCNHSha_20250512_041002_IMG5,2871,1137,89,64,2398,0.7803,0.9503,12.3098,0.3423,4
1077,RCNHSha_20250512_041002_IMG5,1544,1199,68,31,1633,0.9555,0.903,16.227,0.3682,2
1078,RCNHSha_20250512_041002_IMG5,3069,1228,84,50,1469,0.491,0.8802,44.7904,0.2508,49
1079,RCNHSha_20250512_041002_IMG5,1474,1587,22,76,1203,0.8624,0.9687,14.7497,0.3216,8
1080,RCNHSha_20250512_041002_IMG5,656,1631,54,78,1257,0.8275,0.984,9.7317,0.3083,7
1081,RCNHSha_20250512_041002_IMG5,1641,2233,65,70,3042,0.8677,0.7683,14.0782,0.3961,14
1082,RCNHSha_20250512_041002_IMG5,1372,2257,59,92,2192,0.7902,0.96,14.1417,0.3389,29
1083,RCNHSha_20250512_041002_IMG5,2345,2509,74,68,1974,0.7636,0.9285,14.889,0.3229,15
1084,RCNHSha_20250512_041018_IMG6,2466,336,100,47,1944,0.5473,0.9301,12.9405,0.2549,2
1085,RCNHSha_20250512_041018_IMG6,983,557,75,68,1817,0.5582,0.734,10.8285,0.251,2
1086,RCNHSha_20250512_041018_IMG6,2337,1045,61,59,2267,0.7888,0.5651,34.0294,0.3613,31
1087,RCNHSha_20250512_041018_IMG6,2867,1135,91,65,2477,0.804,0.9566,12.8844,0.3532,4
1088,RCNHSha_20250512_041018_IMG6,923,1368,90,70,2965,0.7029,0.7468,38.3263,0.3678,36
1089,RCNHSha_20250512_041018_IMG6,1469,1585,28,112,1628,0.734,0.9851,13.35,0.2987,8
1090,RCNHSha_20250512_041018_IMG6,1372,2255,50,94,2169,0.6853,0.9372,13.5491,0.3059,29
1091,RCNHSha_20250512_041018_IMG6,1766,2443,106,93,2142,0.3755,0.8442,22.2256,0.2205,49
1092,RCNHSha_20250512_041018_IMG6,2348,2501,75,93,2306,0.6853,0.9322,13.5973,0.3114,18
1093,RCNHSha_20250512_041033_IMG7,2374,299,93,44,1487,0.5027,0.9611,11.3985,0.2217,2
1094,RCNHSha_20250512_041033_IMG7,2467,339,100,38,1768,0.6715,0.9638,12.7952,0.285,2
1095,RCNHSha_20250512_041033_IMG7,2869,1136,91,65,2288,0.8073,0.9557,10.8954,0.3446,4
1096,RCNHSha_20250512_041033_IMG7,2772,1391,55,67,1379,0.6121,0.7883,23.0415,0.2618,19
1097,RCNHSha_20250512_041033_IMG7,1538,1495,53,54,1237,0.6973,0.919,12.9993,0.2717,15
1098,RCNHSha_20250512_041033_IMG7,1558,1571,45,57,2020,0.9555,0.6378,11.2751,0.3787,7
1099,RCNHSha_20250512_041033_IMG7,1475,1587,21,77,1238,0.8906,0.9689,13.0614,0.3298,8
1100,RCNHSha_20250512_041033_IMG7,655,1629,51,79,1208,0.8107,0.9857,8.8558,0.3004,7
1101,RCNHSha_20250512_041033_IMG7,3173,1762,56,46,1349,0.8516,0.8396,17.5665,0.327,49
1102,RCNHSha_20250512_041033_IMG7,1274,1845,47,51,1705,0.9415,0.5241,13.8078,0.3644,7
1103,RCNHSha_20250512_041033_IMG7,2249,1904,48,77,2610,0.9268,0.7821,13.0046,0.3955,7
1104,RCNHSha_20250512_041033_IMG7,1370,2263,58,87,2089,0.778,0.9512,12.8024,0.3298,29
1105,RCNHSha_20250512_041033_IMG7,2347,2511,72,65,1936,0.7704,0.9367,14.4117,0.323,2
1106,RCNHSha_20250512_050915_IMG2,2465,326,60,50,1361,0.7305,0.9032,12.3871,0.286,3
1107,RCNHSha_20250512_050915_IMG2,1131,881,42,57,1296,0.8852,0.9125,14.6525,0.3321,7
1108,RCNHSha_20250512_050915_IMG2,1193,986,45,45,1367,0.9243,0.6595,18.1014,0.3501,13
1109,RCNHSha_20250512_050915_IMG2,2870,1117,80,83,2491,0.802,0.9478,12.142,0.3524,49
1110,RCNHSha_20250512_050915_IMG2,2659,1125,47,39,1263,0.9418,0.7844,14.1349,0.3472,2
1111,RCNHSha_20250512_050915_IMG2,1818,1187,76,114,3535,0.682,0.8342,15.6012,0.3616,7
1112,RCNHSha_20250512_050915_IMG2,2238,2093,45,42,1215,0.8391,0.3676,17.5908,0.3179,3
1113,RCNHSha_20250512_050915_IMG2,2376,2256,120,125,3563,0.4413,0.6742,11.2474,0.2862,49
1114,RCNHSha_20250512_050915_IMG2,1367,2265,46,84,2097,0.7386,0.9222,14.9612,0.3204,7
1115,RCNHSha_20250512_050915_IMG2,2346,2468,58,110,2294,0.8196,0.9814,14.1014,0.3517,49
1116,RCNHSha_20250512_053900_IMG1,2466,330,57,47,1335,0.8165,0.8772,12.6345,0.311,3
1117,RCNHSha_20250512_053900_IMG1,1132,885,42,56,1319,0.8615,0.9012,12.0412,0.3233,7
1118,RCNHSha_20250512_053900_IMG1,1183,979,68,46,1643,0.8248,0.7736,12.9746,0.3261,2
1119,RCNHSha_20250512_053900_IMG1,1140,1067,59,44,1422,0.7926,0.6957,14.5209,0.3092,2
1120,RCNHSha_20250512_053900_IMG1,2867,1114,70,84,2352,0.829,0.9446,17.3378,0.3601,40
1121,RCNHSha_20250512_053900_IMG1,1468,1589,26,72,1221,0.8284,0.9565,15.735,0.3131,8
1122,RCNHSha_20250512_053900_IMG1,2233,2086,39,52,1270,0.9039,0.7425,23.8688,0.3458,8
1123,RCNHSha_20250512_053900_IMG1,1358,2264,55,84,2160,0.707,0.9184,13.2917,0.3118,29
1124,RCNHSha_20250512_053900_IMG1,2314,2477,105,96,2979,0.5261,0.824,14.8206,0.2918,4
1125,RCNHSha_20250512_053900_IMG1,2211,2666,65,103,2662,0.6673,0.9476,22.0216,0.3287,49
1126,RCNHSha_20250512_054015_IMG6,2467,319,59,58,1481,0.6686,0.7847,14.34,0.2742,5
1127,RCNHSha_20250512_054015_IMG6,1131,884,41,55,1299,0.9052,0.8964,14.9619,0.3385,7
1128,RCNHSha_20250512_054015_IMG6,1193,978,59,47,1650,0.8712,0.7501,13.5409,0.3409,2
1129,RCNHSha_20250512_054015_IMG6,1141,1066,43,47,1378,0.9126,0.3823,13.2519,0.3421,7
1130,RCNHSha_20250512_054015_IMG6,2868,1113,68,87,2402,0.8306,0.9442,9.5481,0.3548,40
1131,RCNHSha_20250512_054015_IMG6,1470,1588,24,73,1330,0.9236,0.9519,20.0927,0.3504,8
1132,RCNHSha_20250512_054015_IMG6,2233,2086,39,52,1606,0.9503,0.6664,19.1489,0.3685,7
1133,RCNHSha_20250512_054015_IMG6,1365,2261,48,87,2215,0.7468,0.9272,14.3617,0.327,29
1134,RCNHSha_20250512_054015_IMG6,2330,2477,89,98,2747,0.5809,0.9149,15.3311,0.2995,16
1135,RCNHSha_20250512_054030_IMG7,2467,324,59,63,1480,0.7205,0.917,14.174,0.2895,7
1136,RCNHSha_20250512_054030_IMG7,1130,882,51,56,1509,0.8241,0.8867,14.2185,0.3218,7
1137,RCNHSha_20250512_054030_IMG7,1193,973,59,52,1691,0.8371,0.719,16.3488,0.3351,2
1138,RCNHSha_20250512_054030_IMG7,1144,1068,48,46,1278,0.8653,0.6125,19.8296,0.3305,3
1139,RCNHSha_20250512_054030_IMG7,2864,1114,78,85,2539,0.8164,0.9484,13.8232,0.3603,40
1140,RCNHSha_20250512_054030_IMG7,1472,1588,23,75,1258,0.8878,0.9637,15.69,0.3323,8
1141,RCNHSha_20250512_054030_IMG7,2527,1681,56,52,1237,0.713,0.7494,22.461,0.2858,48
1142,RCNHSha_20250512_054030_IMG7,2242,2087,44,42,1204,0.8637,0.647,15.0845,0.3224,3
1143,RCNHSha_20250512_054030_IMG7,2957,2168,70,68,1852,0.7507,0.9037,16.0882,0.3154,49
1144,RCNHSha_20250512_054030_IMG7,1370,2256,49,96,2256,0.7142,0.9433,14.3742,0.3189,8
1145,RCNHSha_20250512_054030_IMG7,2345,2477,76,96,2445,0.7445,0.9635,14.559,0.3357,7
1146,RCNHSha_20250512_054030_IMG7,1820,2655,91,33,1203,0.5979,0.9645,13.2127,0.2407,2
1147,RCNHSha_20250512_054045_IMG8,2468,331,57,44,1261,0.8226,0.9116,26.8381,0.324,4
1148,RCNHSha_20250512_054045_IMG8,1131,886,42,53,1244,0.927,0.9055,12.1748,0.34,7
1149,RCNHSha_20250512_054045_IMG8,1194,979,58,46,1595,0.8498,0.7529,13.4461,0.3322,2
1150,RCNHSha_20250512_054045_IMG8,1142,1069,45,44,1324,0.8958,0.5411,17.3453,0.339,3
1151,RCNHSha_20250512_054045_IMG8,2868,1114,74,89,2528,0.8308,0.9472,11.36,0.3617,40
1152,RCNHSha_20250512_054045_IMG8,2504,1331,59,50,1477,0.7244,0.8596,15.7829,0.2922,2
1153,RCNHSha_20250512_054045_IMG8,2250,1472,51,53,1348,0.7976,0.8752,15.8947,0.3091,7
1154,RCNHSha_20250512_054045_IMG8,1471,1588,23,73,1264,0.9054,0.9587,21.5349,0.3437,8
1155,RCNHSha_20250512_054045_IMG8,3022,2208,108,67,2495,0.5915,0.9376,23.8867,0.3011,2
1156,RCNHSha_20250512_054045_IMG8,1371,2260,42,88,2180,0.7243,0.9312,14.251,0.3187,8
1157,RCNHSha_20250512_054045_IMG8,2337,2477,90,99,2801,0.6233,0.94,16.4239,0.3154,16
1158,RCNHSha_20250512_233915_IMG2,2102,135,120,80,2727,0.6999,0.9689,12.3944,0.3315,49
1159,RCNHSha_20250512_233915_IMG2,2019,258,82,41,1228,0.6977,0.97,10.8091,0.2692,2
1160,RCNHSha_20250512_233915_IMG2,1906,303,83,55,2572,0.807,0.9049,12.6809,0.3577,2
1161,RCNHSha_20250512_233915_IMG2,2426,310,95,113,4219,0.5659,0.7283,11.7033,0.3502,19
1162,RCNHSha_20250512_233915_IMG2,1446,623,108,80,4813,0.9178,0.8822,10.9392,0.4788,6
1163,RCNHSha_20250512_233915_IMG2,1379,753,53,48,1473,0.9235,0.7945,14.0521,0.35,2
1164,RCNHSha_20250512_233915_IMG2,819,775,175,96,5076,0.5677,0.9245,10.2196,0.3805,2
1165,RCNHSha_20250512_233915_IMG2,1132,876,27,60,1220,0.9139,0.9027,21.3613,0.3443,8
1166,RCNHSha_20250512_233915_IMG2,2872,1158,101,110,3361,0.6467,0.9623,10.5654,0.339,49
1167,RCNHSha_20250512_233915_IMG2,2712,1236,112,80,5955,0.8638,0.8217,15.9732,0.4751,6
1168,RCNHSha_20250512_233915_IMG2,2617,1338,178,189,8558,0.4984,0.8636,15.65,0.3652,39
1169,RCNHSha_20250512_233915_IMG2,657,1463,59,88,2532,0.7201,0.8983,8.9965,0.3263,7
1170,RCNHSha_20250512_233915_IMG2,1402,1516,97,146,4229,0.5925,0.9636,17.3928,0.3643,16
1171,RCNHSha_20250512_233915_IMG2,2288,1549,91,74,4519,0.8861,0.7673,19.369,0.466,6
1172,RCNHSha_20250512_233915_IMG2,2469,1679,141,246,8998,0.4558,0.8877,17.4618,0.3542,49
1173,RCNHSha_20250512_233915_IMG2,816,1715,85,161,3916,0.5159,0.9289,13.1874,0.3246,8
1174,RCNHSha_20250512_233915_IMG2,1071,1788,33,78,1446,0.9305,0.9526,15.6637,0.3527,8
1175,RCNHSha_20250512_233915_IMG2,2590,1808,44,57,1241,0.8186,0.8515,17.8741,0.3131,7
1176,RCNHSha_20250512_233915_IMG2,1560,1959,88,144,5959,0.7338,0.8268,40.5452,0.4607,49
